SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2325","347","2672","20240224"
"1","2","여수여행","여행","국내여행","전라남도","1537","170","1707","20240224"
"2","3","제주여행","여행","국내여행","제주특별자치도","1468","217","1685","20240224"
"3","4","군산여행","여행","국내여행","전라북도","1459","126","1585","20240224"
"4","5","경주여행","여행","국내여행","경상북도","1292","193","1485","20240224"
"5","6","강릉여행","여행","국내여행","강원도","1091","154","1245","20240224"
"6","7","전주여행","여행","국내여행","전라북도","927","111","1038","20240224"
"7","8","속초여행","여행","국내여행","강원도","888","121","1009","20240224"
"8","9","대구여행","여행","국내여행","대구광역시","732","174","906","20240224"
"9","10","목포여행","여행","국내여행","전라남도","720","84","804","20240224"
