SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1268","571","1839","20241203"
"1","2","제주여행","여행","국내여행","제주특별자치도","836","327","1163","20241203"
"2","3","여수여행","여행","국내여행","전라남도","658","275","933","20241203"
"3","4","경주여행","여행","국내여행","경상북도","653","264","917","20241203"
"4","5","강릉여행","여행","국내여행","강원도","585","277","862","20241203"
"5","6","군산여행","여행","국내여행","전라북도","556","198","754","20241203"
"6","7","속초여행","여행","국내여행","강원도","487","248","735","20241203"
"7","8","전주여행","여행","국내여행","전라북도","440","213","653","20241203"
"8","9","대전여행","여행","국내여행","대전광역시","442","170","612","20241203"
"9","10","대구여행","여행","국내여행","대구광역시","394","151","545","20241203"
