SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1227","523","1750","20240306"
"1","2","제주여행","여행","국내여행","제주특별자치도","1224","429","1653","20240306"
"2","3","여수여행","여행","국내여행","전라남도","856","326","1182","20240306"
"3","4","경주여행","여행","국내여행","경상북도","739","344","1083","20240306"
"4","5","군산여행","여행","국내여행","전라북도","697","185","882","20240306"
"5","6","강릉여행","여행","국내여행","강원도","589","285","874","20240306"
"6","7","전주여행","여행","국내여행","전라북도","554","233","787","20240306"
"7","8","목포여행","여행","국내여행","전라남도","494","145","639","20240306"
"8","9","대구여행","여행","국내여행","대구광역시","383","187","570","20240306"
"9","10","속초여행","여행","국내여행","강원도","370","174","544","20240306"
