SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1105","673","1778","20250417"
"1","2","경주여행","여행","국내여행","경상북도","822","522","1344","20250417"
"2","3","제주여행","여행","국내여행","제주특별자치도","789","369","1158","20250417"
"3","4","군산여행","여행","국내여행","전라북도","792","359","1151","20250417"
"4","5","전주여행","여행","국내여행","전라북도","681","368","1049","20250417"
"5","6","강릉여행","여행","국내여행","강원도","582","360","942","20250417"
"6","7","여수여행","여행","국내여행","전라남도","616","301","917","20250417"
"7","8","속초여행","여행","국내여행","강원도","512","295","807","20250417"
"8","9","목포여행","여행","국내여행","전라남도","498","290","788","20250417"
"9","10","대전여행","여행","국내여행","대전광역시","463","213","676","20250417"
