SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1166","213","1379","20250303"
"1","2","제주여행","여행","국내여행","제주특별자치도","1088","151","1239","20250303"
"2","3","군산여행","여행","국내여행","전라북도","1085","102","1187","20250303"
"3","4","경주여행","여행","국내여행","경상북도","860","147","1007","20250303"
"4","5","여수여행","여행","국내여행","전라남도","685","123","808","20250303"
"5","6","강릉여행","여행","국내여행","강원도","664","142","806","20250303"
"6","7","전주여행","여행","국내여행","전라북도","568","102","670","20250303"
"7","8","대전여행","여행","국내여행","대전광역시","497","91","588","20250303"
"8","9","목포여행","여행","국내여행","전라남도","437","87","524","20250303"
"9","10","대구여행","여행","국내여행","대구광역시","448","58","506","20250303"
