SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1333","702","2035","20250703"
"1","2","제주여행","여행","국내여행","제주특별자치도","777","613","1390","20250703"
"2","3","강릉여행","여행","국내여행","강원도","767","421","1188","20250703"
"3","4","여수여행","여행","국내여행","전라남도","700","413","1113","20250703"
"4","5","속초여행","여행","국내여행","강원도","573","399","972","20250703"
"5","6","군산여행","여행","국내여행","전라북도","657","238","895","20250703"
"6","7","경주여행","여행","국내여행","경상북도","552","258","810","20250703"
"7","8","대전여행","여행","국내여행","대전광역시","471","290","761","20250703"
"8","9","목포여행","여행","국내여행","전라남도","463","296","759","20250703"
"9","10","통영여행","여행","국내여행","경상남도","444","205","649","20250703"
