SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1926","592","2518","20240119"
"1","2","제주여행","여행","국내여행","제주특별자치도","1329","451","1780","20240119"
"2","3","여수여행","여행","국내여행","전라남도","1163","338","1501","20240119"
"3","4","경주여행","여행","국내여행","경상북도","908","351","1259","20240119"
"4","5","군산여행","여행","국내여행","전라북도","961","246","1207","20240119"
"5","6","강릉여행","여행","국내여행","강원도","804","288","1092","20240119"
"6","7","전주여행","여행","국내여행","전라북도","737","239","976","20240119"
"7","8","속초여행","여행","국내여행","강원도","603","165","768","20240119"
"8","9","대전여행","여행","국내여행","대전광역시","590","170","760","20240119"
"9","10","대구여행","여행","국내여행","대구광역시","556","192","748","20240119"
