SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1094","525","1619","20241112"
"1","2","경주여행","여행","국내여행","경상북도","847","433","1280","20241112"
"2","3","제주여행","여행","국내여행","제주특별자치도","787","385","1172","20241112"
"3","4","군산여행","여행","국내여행","전라북도","745","263","1008","20241112"
"4","5","여수여행","여행","국내여행","전라남도","644","300","944","20241112"
"5","6","강릉여행","여행","국내여행","강원도","528","284","812","20241112"
"6","7","전주여행","여행","국내여행","전라북도","539","257","796","20241112"
"7","8","속초여행","여행","국내여행","강원도","533","220","753","20241112"
"8","9","대전여행","여행","국내여행","대전광역시","412","222","634","20241112"
"9","10","대구여행","여행","국내여행","대구광역시","402","166","568","20241112"
