SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1049","514","1563","20241106"
"1","2","경주여행","여행","국내여행","경상북도","871","374","1245","20241106"
"2","3","속초여행","여행","국내여행","강원도","834","335","1169","20241106"
"3","4","제주여행","여행","국내여행","제주특별자치도","744","296","1040","20241106"
"4","5","군산여행","여행","국내여행","전라북도","739","273","1012","20241106"
"5","6","여수여행","여행","국내여행","전라남도","641","264","905","20241106"
"6","7","전주여행","여행","국내여행","전라북도","547","225","772","20241106"
"7","8","강릉여행","여행","국내여행","강원도","548","215","763","20241106"
"8","9","대전여행","여행","국내여행","대전광역시","423","194","617","20241106"
"9","10","대구여행","여행","국내여행","대구광역시","423","161","584","20241106"
