SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1140","557","1697","20250317"
"1","2","제주여행","여행","국내여행","제주특별자치도","943","381","1324","20250317"
"2","3","경주여행","여행","국내여행","경상북도","781","470","1251","20250317"
"3","4","군산여행","여행","국내여행","전라북도","703","298","1001","20250317"
"4","5","여수여행","여행","국내여행","전라남도","643","350","993","20250317"
"5","6","강릉여행","여행","국내여행","강원도","593","302","895","20250317"
"6","7","전주여행","여행","국내여행","전라북도","507","309","816","20250317"
"7","8","속초여행","여행","국내여행","강원도","444","203","647","20250317"
"8","9","대전여행","여행","국내여행","대전광역시","397","235","632","20250317"
"9","10","대구여행","여행","국내여행","대구광역시","424","158","582","20250317"
