SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","997","456","1453","20241018"
"1","2","경주여행","여행","국내여행","경상북도","866","372","1238","20241018"
"2","3","제주여행","여행","국내여행","제주특별자치도","786","329","1115","20241018"
"3","4","군산여행","여행","국내여행","전라북도","831","188","1019","20241018"
"4","5","여수여행","여행","국내여행","전라남도","706","261","967","20241018"
"5","6","전주여행","여행","국내여행","전라북도","553","245","798","20241018"
"6","7","강릉여행","여행","국내여행","강원도","424","228","652","20241018"
"7","8","속초여행","여행","국내여행","강원도","429","217","646","20241018"
"8","9","대구여행","여행","국내여행","대구광역시","462","145","607","20241018"
"9","10","대전여행","여행","국내여행","대전광역시","416","178","594","20241018"
