SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","977","148","1125","20250329"
"1","2","군산여행","여행","국내여행","전라북도","1001","76","1077","20250329"
"2","3","경주여행","여행","국내여행","경상북도","815","151","966","20250329"
"3","4","제주여행","여행","국내여행","제주특별자치도","773","120","893","20250329"
"4","5","목포여행","여행","국내여행","전라남도","676","73","749","20250329"
"5","6","여수여행","여행","국내여행","전라남도","647","94","741","20250329"
"6","7","강릉여행","여행","국내여행","강원도","550","80","630","20250329"
"7","8","전주여행","여행","국내여행","전라북도","509","76","585","20250329"
"8","9","대전여행","여행","국내여행","대전광역시","496","70","566","20250329"
"9","10","속초여행","여행","국내여행","강원도","443","42","485","20250329"
