SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","경주여행","여행","국내여행","경상북도","1295","635","1930","20240925"
"1","2","부산여행","여행","국내여행","부산광역시","1297","625","1922","20240925"
"2","3","제주여행","여행","국내여행","제주특별자치도","959","364","1323","20240925"
"3","4","군산여행","여행","국내여행","전라북도","855","362","1217","20240925"
"4","5","여수여행","여행","국내여행","전라남도","742","331","1073","20240925"
"5","6","강릉여행","여행","국내여행","강원도","618","299","917","20240925"
"6","7","전주여행","여행","국내여행","전라북도","604","297","901","20240925"
"7","8","속초여행","여행","국내여행","강원도","548","276","824","20240925"
"8","9","대전여행","여행","국내여행","대전광역시","512","233","745","20240925"
"9","10","목포여행","여행","국내여행","전라남도","456","204","660","20240925"
