SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1942","268","2210","20240616"
"1","2","여수여행","여행","국내여행","전라남도","1461","180","1641","20240616"
"2","3","군산여행","여행","국내여행","전라북도","1353","116","1469","20240616"
"3","4","제주여행","여행","국내여행","제주특별자치도","1160","169","1329","20240616"
"4","5","경주여행","여행","국내여행","경상북도","1064","153","1217","20240616"
"5","6","강릉여행","여행","국내여행","강원도","970","162","1132","20240616"
"6","7","속초여행","여행","국내여행","강원도","876","141","1017","20240616"
"7","8","목포여행","여행","국내여행","전라남도","680","77","757","20240616"
"8","9","대전여행","여행","국내여행","대전광역시","650","74","724","20240616"
"9","10","전주여행","여행","국내여행","전라북도","618","87","705","20240616"
