SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1514","691","2205","20240509"
"1","2","여수여행","여행","국내여행","전라남도","1183","425","1608","20240509"
"2","3","경주여행","여행","국내여행","경상북도","894","447","1341","20240509"
"3","4","제주여행","여행","국내여행","제주특별자치도","915","386","1301","20240509"
"4","5","강릉여행","여행","국내여행","강원도","680","301","981","20240509"
"5","6","군산여행","여행","국내여행","전라북도","717","260","977","20240509"
"6","7","전주여행","여행","국내여행","전라북도","565","274","839","20240509"
"7","8","속초여행","여행","국내여행","강원도","548","208","756","20240509"
"8","9","대구여행","여행","국내여행","대구광역시","553","195","748","20240509"
"9","10","대전여행","여행","국내여행","대전광역시","513","197","710","20240509"
