SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1591","842","2433","20240415"
"1","2","여수여행","여행","국내여행","전라남도","1447","534","1981","20240415"
"2","3","경주여행","여행","국내여행","경상북도","1145","601","1746","20240415"
"3","4","제주여행","여행","국내여행","제주특별자치도","1153","505","1658","20240415"
"4","5","군산여행","여행","국내여행","전라북도","853","335","1188","20240415"
"5","6","강릉여행","여행","국내여행","강원도","730","342","1072","20240415"
"6","7","전주여행","여행","국내여행","전라북도","676","325","1001","20240415"
"7","8","목포여행","여행","국내여행","전라남도","572","278","850","20240415"
"8","9","속초여행","여행","국내여행","강원도","509","246","755","20240415"
"9","10","대구여행","여행","국내여행","대구광역시","484","247","731","20240415"
