SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1331","757","2088","20250623"
"1","2","제주여행","여행","국내여행","제주특별자치도","851","614","1465","20250623"
"2","3","여수여행","여행","국내여행","전라남도","746","440","1186","20250623"
"3","4","강릉여행","여행","국내여행","강원도","715","413","1128","20250623"
"4","5","경주여행","여행","국내여행","경상북도","674","360","1034","20250623"
"5","6","군산여행","여행","국내여행","전라북도","639","282","921","20250623"
"6","7","속초여행","여행","국내여행","강원도","564","329","893","20250623"
"7","8","남해여행","여행","국내여행","경상남도","430","287","717","20250623"
"8","9","대전여행","여행","국내여행","대전광역시","454","245","699","20250623"
"9","10","목포여행","여행","국내여행","전라남도","446","226","672","20250623"
