SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1046","590","1636","20250402"
"1","2","경주여행","여행","국내여행","경상북도","903","499","1402","20250402"
"2","3","제주여행","여행","국내여행","제주특별자치도","871","378","1249","20250402"
"3","4","군산여행","여행","국내여행","전라북도","733","318","1051","20250402"
"4","5","여수여행","여행","국내여행","전라남도","596","294","890","20250402"
"5","6","강릉여행","여행","국내여행","강원도","562","299","861","20250402"
"6","7","전주여행","여행","국내여행","전라북도","542","245","787","20250402"
"7","8","목포여행","여행","국내여행","전라남도","449","261","710","20250402"
"8","9","속초여행","여행","국내여행","강원도","411","250","661","20250402"
"9","10","대전여행","여행","국내여행","대전광역시","429","202","631","20250402"
