SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1518","709","2227","20240416"
"1","2","여수여행","여행","국내여행","전라남도","1247","551","1798","20240416"
"2","3","경주여행","여행","국내여행","경상북도","1097","527","1624","20240416"
"3","4","제주여행","여행","국내여행","제주특별자치도","1136","457","1593","20240416"
"4","5","군산여행","여행","국내여행","전라북도","868","247","1115","20240416"
"5","6","강릉여행","여행","국내여행","강원도","647","325","972","20240416"
"6","7","전주여행","여행","국내여행","전라북도","674","275","949","20240416"
"7","8","목포여행","여행","국내여행","전라남도","528","261","789","20240416"
"8","9","대전여행","여행","국내여행","대전광역시","505","230","735","20240416"
"9","10","대구여행","여행","국내여행","대구광역시","456","248","704","20240416"
