SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1038","476","1514","20241016"
"1","2","경주여행","여행","국내여행","경상북도","925","509","1434","20241016"
"2","3","제주여행","여행","국내여행","제주특별자치도","826","286","1112","20241016"
"3","4","군산여행","여행","국내여행","전라북도","806","253","1059","20241016"
"4","5","여수여행","여행","국내여행","전라남도","710","335","1045","20241016"
"5","6","강릉여행","여행","국내여행","강원도","535","252","787","20241016"
"6","7","전주여행","여행","국내여행","전라북도","530","183","713","20241016"
"7","8","속초여행","여행","국내여행","강원도","475","222","697","20241016"
"8","9","대전여행","여행","국내여행","대전광역시","418","198","616","20241016"
"9","10","대구여행","여행","국내여행","대구광역시","391","175","566","20241016"
