SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1134","646","1780","20250416"
"1","2","경주여행","여행","국내여행","경상북도","900","580","1480","20250416"
"2","3","제주여행","여행","국내여행","제주특별자치도","855","395","1250","20250416"
"3","4","군산여행","여행","국내여행","전라북도","836","334","1170","20250416"
"4","5","전주여행","여행","국내여행","전라북도","668","398","1066","20250416"
"5","6","강릉여행","여행","국내여행","강원도","598","376","974","20250416"
"6","7","여수여행","여행","국내여행","전라남도","582","371","953","20250416"
"7","8","목포여행","여행","국내여행","전라남도","498","329","827","20250416"
"8","9","속초여행","여행","국내여행","강원도","470","261","731","20250416"
"9","10","남해여행","여행","국내여행","경상남도","383","283","666","20250416"
