SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1875","628","2503","20240109"
"1","2","제주여행","여행","국내여행","제주특별자치도","1514","489","2003","20240109"
"2","3","여수여행","여행","국내여행","전라남도","1142","214","1356","20240109"
"3","4","경주여행","여행","국내여행","경상북도","892","272","1164","20240109"
"4","5","강릉여행","여행","국내여행","강원도","746","257","1003","20240109"
"5","6","군산여행","여행","국내여행","전라북도","760","229","989","20240109"
"6","7","전주여행","여행","국내여행","전라북도","624","204","828","20240109"
"7","8","속초여행","여행","국내여행","강원도","503","212","715","20240109"
"8","9","대구여행","여행","국내여행","대구광역시","516","184","700","20240109"
"9","10","목포여행","여행","국내여행","전라남도","485","191","676","20240109"
