SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1573","199","1772","20240406"
"1","2","여수여행","여행","국내여행","전라남도","1272","136","1408","20240406"
"2","3","경주여행","여행","국내여행","경상북도","1135","161","1296","20240406"
"3","4","제주여행","여행","국내여행","제주특별자치도","1032","151","1183","20240406"
"4","5","군산여행","여행","국내여행","전라북도","978","90","1068","20240406"
"5","6","강릉여행","여행","국내여행","강원도","636","104","740","20240406"
"6","7","전주여행","여행","국내여행","전라북도","626","89","715","20240406"
"7","8","목포여행","여행","국내여행","전라남도","611","78","689","20240406"
"8","9","대구여행","여행","국내여행","대구광역시","605","80","685","20240406"
"9","10","속초여행","여행","국내여행","강원도","543","88","631","20240406"
