SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2013","249","2262","20240504"
"1","2","여수여행","여행","국내여행","전라남도","1593","149","1742","20240504"
"2","3","군산여행","여행","국내여행","전라북도","1366","104","1470","20240504"
"3","4","경주여행","여행","국내여행","경상북도","1283","168","1451","20240504"
"4","5","제주여행","여행","국내여행","제주특별자치도","969","150","1119","20240504"
"5","6","강릉여행","여행","국내여행","강원도","955","110","1065","20240504"
"6","7","전주여행","여행","국내여행","전라북도","871","86","957","20240504"
"7","8","목포여행","여행","국내여행","전라남도","871","71","942","20240504"
"8","9","속초여행","여행","국내여행","강원도","801","102","903","20240504"
"9","10","대구여행","여행","국내여행","대구광역시","801","80","881","20240504"
