SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2071","244","2315","20240106"
"1","2","제주여행","여행","국내여행","제주특별자치도","1622","167","1789","20240106"
"2","3","여수여행","여행","국내여행","전라남도","1245","140","1385","20240106"
"3","4","군산여행","여행","국내여행","전라북도","1166","103","1269","20240106"
"4","5","경주여행","여행","국내여행","경상북도","1009","126","1135","20240106"
"5","6","강릉여행","여행","국내여행","강원도","976","139","1115","20240106"
"6","7","전주여행","여행","국내여행","전라북도","752","87","839","20240106"
"7","8","속초여행","여행","국내여행","강원도","663","82","745","20240106"
"8","9","대구여행","여행","국내여행","대구광역시","650","87","737","20240106"
"9","10","목포여행","여행","국내여행","전라남도","578","63","641","20240106"
