SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1107","169","1276","20250322"
"1","2","군산여행","여행","국내여행","전라북도","1086","85","1171","20250322"
"2","3","경주여행","여행","국내여행","경상북도","916","152","1068","20250322"
"3","4","제주여행","여행","국내여행","제주특별자치도","843","110","953","20250322"
"4","5","여수여행","여행","국내여행","전라남도","686","76","762","20250322"
"5","6","강릉여행","여행","국내여행","강원도","598","99","697","20250322"
"6","7","목포여행","여행","국내여행","전라남도","638","41","679","20250322"
"7","8","전주여행","여행","국내여행","전라북도","579","95","674","20250322"
"8","9","대전여행","여행","국내여행","대전광역시","531","76","607","20250322"
"9","10","속초여행","여행","국내여행","강원도","502","66","568","20250322"
