SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1312","653","1965","20240926"
"1","2","경주여행","여행","국내여행","경상북도","1221","624","1845","20240926"
"2","3","제주여행","여행","국내여행","제주특별자치도","1083","374","1457","20240926"
"3","4","군산여행","여행","국내여행","전라북도","920","387","1307","20240926"
"4","5","여수여행","여행","국내여행","전라남도","803","371","1174","20240926"
"5","6","강릉여행","여행","국내여행","강원도","610","345","955","20240926"
"6","7","전주여행","여행","국내여행","전라북도","656","286","942","20240926"
"7","8","속초여행","여행","국내여행","강원도","636","295","931","20240926"
"8","9","대전여행","여행","국내여행","대전광역시","560","225","785","20240926"
"9","10","목포여행","여행","국내여행","전라남도","465","192","657","20240926"
