SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","군산여행","여행","국내여행","전라북도","1721","136","1857","20250601"
"1","2","부산여행","여행","국내여행","부산광역시","1457","241","1698","20250601"
"2","3","여수여행","여행","국내여행","전라남도","1208","136","1344","20250601"
"3","4","경주여행","여행","국내여행","경상북도","989","144","1133","20250601"
"4","5","강릉여행","여행","국내여행","강원도","906","149","1055","20250601"
"5","6","제주여행","여행","국내여행","제주특별자치도","819","173","992","20250601"
"6","7","전주여행","여행","국내여행","전라북도","760","94","854","20250601"
"7","8","통영여행","여행","국내여행","경상남도","722","84","806","20250601"
"8","9","속초여행","여행","국내여행","강원도","699","106","805","20250601"
"9","10","목포여행","여행","국내여행","전라남도","659","84","743","20250601"
