SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1315","566","1881","20240828"
"1","2","경주여행","여행","국내여행","경상북도","907","451","1358","20240828"
"2","3","제주여행","여행","국내여행","제주특별자치도","958","389","1347","20240828"
"3","4","여수여행","여행","국내여행","전라남도","857","384","1241","20240828"
"4","5","강릉여행","여행","국내여행","강원도","686","338","1024","20240828"
"5","6","군산여행","여행","국내여행","전라북도","743","258","1001","20240828"
"6","7","속초여행","여행","국내여행","강원도","576","275","851","20240828"
"7","8","전주여행","여행","국내여행","전라북도","535","237","772","20240828"
"8","9","남해여행","여행","국내여행","경상남도","475","211","686","20240828"
"9","10","목포여행","여행","국내여행","전라남도","486","189","675","20240828"
