SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1213","187","1400","20250524"
"1","2","군산여행","여행","국내여행","전라북도","982","122","1104","20250524"
"2","3","강릉여행","여행","국내여행","강원도","759","140","899","20250524"
"3","4","경주여행","여행","국내여행","경상북도","732","136","868","20250524"
"4","5","제주여행","여행","국내여행","제주특별자치도","680","121","801","20250524"
"5","6","여수여행","여행","국내여행","전라남도","668","123","791","20250524"
"6","7","전주여행","여행","국내여행","전라북도","558","92","650","20250524"
"7","8","속초여행","여행","국내여행","강원도","515","108","623","20250524"
"8","9","대전여행","여행","국내여행","대전광역시","524","73","597","20250524"
"9","10","목포여행","여행","국내여행","전라남도","517","65","582","20250524"
