SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2046","284","2330","20250223"
"1","2","군산여행","여행","국내여행","전라북도","1529","133","1662","20250223"
"2","3","경주여행","여행","국내여행","경상북도","1185","191","1376","20250223"
"3","4","강릉여행","여행","국내여행","강원도","1150","194","1344","20250223"
"4","5","여수여행","여행","국내여행","전라남도","1092","152","1244","20250223"
"5","6","전주여행","여행","국내여행","전라북도","983","136","1119","20250223"
"6","7","제주여행","여행","국내여행","제주특별자치도","989","124","1113","20250223"
"7","8","대전여행","여행","국내여행","대전광역시","920","102","1022","20250223"
"8","9","속초여행","여행","국내여행","강원도","861","126","987","20250223"
"9","10","대구여행","여행","국내여행","대구광역시","745","92","837","20250223"
