SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1523","199","1722","20240303"
"1","2","제주여행","여행","국내여행","제주특별자치도","1396","209","1605","20240303"
"2","3","여수여행","여행","국내여행","전라남도","1046","134","1180","20240303"
"3","4","경주여행","여행","국내여행","경상북도","1003","154","1157","20240303"
"4","5","군산여행","여행","국내여행","전라북도","961","96","1057","20240303"
"5","6","강릉여행","여행","국내여행","강원도","745","148","893","20240303"
"6","7","목포여행","여행","국내여행","전라남도","675","73","748","20240303"
"7","8","전주여행","여행","국내여행","전라북도","637","103","740","20240303"
"8","9","대구여행","여행","국내여행","대구광역시","498","144","642","20240303"
"9","10","대전여행","여행","국내여행","대전광역시","497","72","569","20240303"
