SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","제주여행","여행","국내여행","제주특별자치도","2790","574","3364","20240123"
"1","2","부산여행","여행","국내여행","부산광역시","2113","741","2854","20240123"
"2","3","여수여행","여행","국내여행","전라남도","1056","387","1443","20240123"
"3","4","경주여행","여행","국내여행","경상북도","904","402","1306","20240123"
"4","5","강릉여행","여행","국내여행","강원도","941","357","1298","20240123"
"5","6","군산여행","여행","국내여행","전라북도","691","213","904","20240123"
"6","7","전주여행","여행","국내여행","전라북도","674","205","879","20240123"
"7","8","속초여행","여행","국내여행","강원도","604","222","826","20240123"
"8","9","대구여행","여행","국내여행","대구광역시","521","222","743","20240123"
"9","10","대전여행","여행","국내여행","대전광역시","527","156","683","20240123"
