SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","여수여행","여행","국내여행","전라남도","1793","159","1952","20240324"
"1","2","부산여행","여행","국내여행","부산광역시","1652","214","1866","20240324"
"2","3","경주여행","여행","국내여행","경상북도","1496","218","1714","20240324"
"3","4","제주여행","여행","국내여행","제주특별자치도","1324","202","1526","20240324"
"4","5","군산여행","여행","국내여행","전라북도","1049","101","1150","20240324"
"5","6","목포여행","여행","국내여행","전라남도","849","98","947","20240324"
"6","7","강릉여행","여행","국내여행","강원도","752","141","893","20240324"
"7","8","전주여행","여행","국내여행","전라북도","772","112","884","20240324"
"8","9","대구여행","여행","국내여행","대구광역시","567","87","654","20240324"
"9","10","속초여행","여행","국내여행","강원도","491","104","595","20240324"
