SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1325","607","1932","20240401"
"1","2","경주여행","여행","국내여행","경상북도","1258","599","1857","20240401"
"2","3","제주여행","여행","국내여행","제주특별자치도","1307","513","1820","20240401"
"3","4","여수여행","여행","국내여행","전라남도","1199","470","1669","20240401"
"4","5","군산여행","여행","국내여행","전라북도","737","219","956","20240401"
"5","6","강릉여행","여행","국내여행","강원도","646","293","939","20240401"
"6","7","전주여행","여행","국내여행","전라북도","681","252","933","20240401"
"7","8","목포여행","여행","국내여행","전라남도","541","200","741","20240401"
"8","9","속초여행","여행","국내여행","강원도","478","228","706","20240401"
"9","10","대구여행","여행","국내여행","대구광역시","468","171","639","20240401"
