SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1693","772","2465","20240430"
"1","2","여수여행","여행","국내여행","전라남도","1264","432","1696","20240430"
"2","3","경주여행","여행","국내여행","경상북도","1113","538","1651","20240430"
"3","4","제주여행","여행","국내여행","제주특별자치도","926","365","1291","20240430"
"4","5","강릉여행","여행","국내여행","강원도","845","371","1216","20240430"
"5","6","군산여행","여행","국내여행","전라북도","903","266","1169","20240430"
"6","7","전주여행","여행","국내여행","전라북도","725","234","959","20240430"
"7","8","속초여행","여행","국내여행","강원도","627","299","926","20240430"
"8","9","대구여행","여행","국내여행","대구광역시","592","254","846","20240430"
"9","10","대전여행","여행","국내여행","대전광역시","567","239","806","20240430"
