SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1544","579","2123","20240628"
"1","2","여수여행","여행","국내여행","전라남도","1001","333","1334","20240628"
"2","3","제주여행","여행","국내여행","제주특별자치도","925","315","1240","20240628"
"3","4","강릉여행","여행","국내여행","강원도","822","306","1128","20240628"
"4","5","경주여행","여행","국내여행","경상북도","711","307","1018","20240628"
"5","6","속초여행","여행","국내여행","강원도","721","263","984","20240628"
"6","7","군산여행","여행","국내여행","전라북도","694","179","873","20240628"
"7","8","대전여행","여행","국내여행","대전광역시","530","209","739","20240628"
"8","9","전주여행","여행","국내여행","전라북도","428","197","625","20240628"
"9","10","목포여행","여행","국내여행","전라남도","388","123","511","20240628"
