SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2047","901","2948","20240604"
"1","2","여수여행","여행","국내여행","전라남도","1500","605","2105","20240604"
"2","3","경주여행","여행","국내여행","경상북도","1242","570","1812","20240604"
"3","4","강릉여행","여행","국내여행","강원도","1087","533","1620","20240604"
"4","5","군산여행","여행","국내여행","전라북도","1100","384","1484","20240604"
"5","6","제주여행","여행","국내여행","제주특별자치도","1076","406","1482","20240604"
"6","7","속초여행","여행","국내여행","강원도","937","467","1404","20240604"
"7","8","전주여행","여행","국내여행","전라북도","847","372","1219","20240604"
"8","9","대전여행","여행","국내여행","대전광역시","729","257","986","20240604"
"9","10","목포여행","여행","국내여행","전라남도","637","325","962","20240604"
