SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1909","864","2773","20240717"
"1","2","여수여행","여행","국내여행","전라남도","1411","657","2068","20240717"
"2","3","제주여행","여행","국내여행","제주특별자치도","1063","423","1486","20240717"
"3","4","경주여행","여행","국내여행","경상북도","845","456","1301","20240717"
"4","5","강릉여행","여행","국내여행","강원도","840","441","1281","20240717"
"5","6","속초여행","여행","국내여행","강원도","751","414","1165","20240717"
"6","7","군산여행","여행","국내여행","전라북도","791","308","1099","20240717"
"7","8","대전여행","여행","국내여행","대전광역시","621","248","869","20240717"
"8","9","전주여행","여행","국내여행","전라북도","560","276","836","20240717"
"9","10","목포여행","여행","국내여행","전라남도","545","288","833","20240717"
