SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1812","298","2110","20240630"
"1","2","여수여행","여행","국내여행","전라남도","1399","183","1582","20240630"
"2","3","제주여행","여행","국내여행","제주특별자치도","1148","166","1314","20240630"
"3","4","강릉여행","여행","국내여행","강원도","941","158","1099","20240630"
"4","5","경주여행","여행","국내여행","경상북도","925","138","1063","20240630"
"5","6","속초여행","여행","국내여행","강원도","870","135","1005","20240630"
"6","7","군산여행","여행","국내여행","전라북도","881","86","967","20240630"
"7","8","대전여행","여행","국내여행","대전광역시","665","110","775","20240630"
"8","9","목포여행","여행","국내여행","전라남도","563","70","633","20240630"
"9","10","전주여행","여행","국내여행","전라북도","522","92","614","20240630"
