SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1844","245","2089","20250101"
"1","2","강릉여행","여행","국내여행","강원도","1167","126","1293","20250101"
"2","3","제주여행","여행","국내여행","제주특별자치도","1082","154","1236","20250101"
"3","4","군산여행","여행","국내여행","전라북도","1074","74","1148","20250101"
"4","5","경주여행","여행","국내여행","경상북도","912","126","1038","20250101"
"5","6","여수여행","여행","국내여행","전라남도","802","96","898","20250101"
"6","7","속초여행","여행","국내여행","강원도","742","98","840","20250101"
"7","8","전주여행","여행","국내여행","전라북도","622","94","716","20250101"
"8","9","대전여행","여행","국내여행","대전광역시","574","87","661","20250101"
"9","10","대구여행","여행","국내여행","대구광역시","536","75","611","20250101"
