SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1872","181","2053","20250129"
"1","2","제주여행","여행","국내여행","제주특별자치도","984","134","1118","20250129"
"2","3","경주여행","여행","국내여행","경상북도","994","119","1113","20250129"
"3","4","강릉여행","여행","국내여행","강원도","861","117","978","20250129"
"4","5","군산여행","여행","국내여행","전라북도","883","78","961","20250129"
"5","6","여수여행","여행","국내여행","전라남도","781","93","874","20250129"
"6","7","속초여행","여행","국내여행","강원도","651","70","721","20250129"
"7","8","전주여행","여행","국내여행","전라북도","535","78","613","20250129"
"8","9","대구여행","여행","국내여행","대구광역시","527","50","577","20250129"
"9","10","대전여행","여행","국내여행","대전광역시","501","40","541","20250129"
