SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1471","169","1640","20241117"
"1","2","경주여행","여행","국내여행","경상북도","1081","125","1206","20241117"
"2","3","제주여행","여행","국내여행","제주특별자치도","923","140","1063","20241117"
"3","4","군산여행","여행","국내여행","전라북도","846","97","943","20241117"
"4","5","여수여행","여행","국내여행","전라남도","794","100","894","20241117"
"5","6","속초여행","여행","국내여행","강원도","705","98","803","20241117"
"6","7","강릉여행","여행","국내여행","강원도","650","127","777","20241117"
"7","8","전주여행","여행","국내여행","전라북도","611","85","696","20241117"
"8","9","대구여행","여행","국내여행","대구광역시","479","79","558","20241117"
"9","10","대전여행","여행","국내여행","대전광역시","412","63","475","20241117"
