SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1514","205","1719","20240918"
"1","2","경주여행","여행","국내여행","경상북도","1386","196","1582","20240918"
"2","3","제주여행","여행","국내여행","제주특별자치도","1138","159","1297","20240918"
"3","4","여수여행","여행","국내여행","전라남도","901","142","1043","20240918"
"4","5","군산여행","여행","국내여행","전라북도","907","101","1008","20240918"
"5","6","강릉여행","여행","국내여행","강원도","731","124","855","20240918"
"6","7","전주여행","여행","국내여행","전라북도","666","116","782","20240918"
"7","8","속초여행","여행","국내여행","강원도","640","107","747","20240918"
"8","9","목포여행","여행","국내여행","전라남도","661","61","722","20240918"
"9","10","대구여행","여행","국내여행","대구광역시","517","83","600","20240918"
