SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1200","198","1398","20241009"
"1","2","경주여행","여행","국내여행","경상북도","1168","195","1363","20241009"
"2","3","군산여행","여행","국내여행","전라북도","1044","107","1151","20241009"
"3","4","제주여행","여행","국내여행","제주특별자치도","922","163","1085","20241009"
"4","5","여수여행","여행","국내여행","전라남도","691","123","814","20241009"
"5","6","강릉여행","여행","국내여행","강원도","652","114","766","20241009"
"6","7","전주여행","여행","국내여행","전라북도","634","117","751","20241009"
"7","8","대전여행","여행","국내여행","대전광역시","576","98","674","20241009"
"8","9","속초여행","여행","국내여행","강원도","568","84","652","20241009"
"9","10","대구여행","여행","국내여행","대구광역시","510","90","600","20241009"
