SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1170","524","1694","20241107"
"1","2","경주여행","여행","국내여행","경상북도","856","379","1235","20241107"
"2","3","속초여행","여행","국내여행","강원도","905","286","1191","20241107"
"3","4","제주여행","여행","국내여행","제주특별자치도","753","306","1059","20241107"
"4","5","군산여행","여행","국내여행","전라북도","784","268","1052","20241107"
"5","6","여수여행","여행","국내여행","전라남도","587","284","871","20241107"
"6","7","강릉여행","여행","국내여행","강원도","528","282","810","20241107"
"7","8","전주여행","여행","국내여행","전라북도","536","269","805","20241107"
"8","9","대전여행","여행","국내여행","대전광역시","458","198","656","20241107"
"9","10","대구여행","여행","국내여행","대구광역시","426","158","584","20241107"
