SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1876","718","2594","20250120"
"1","2","강릉여행","여행","국내여행","강원도","1001","483","1484","20250120"
"2","3","경주여행","여행","국내여행","경상북도","934","432","1366","20250120"
"3","4","군산여행","여행","국내여행","전라북도","1016","346","1362","20250120"
"4","5","제주여행","여행","국내여행","제주특별자치도","981","377","1358","20250120"
"5","6","여수여행","여행","국내여행","전라남도","927","392","1319","20250120"
"6","7","전주여행","여행","국내여행","전라북도","648","283","931","20250120"
"7","8","속초여행","여행","국내여행","강원도","642","264","906","20250120"
"8","9","대전여행","여행","국내여행","대전광역시","625","231","856","20250120"
"9","10","목포여행","여행","국내여행","전라남도","551","234","785","20250120"
