SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1334","498","1832","20240307"
"1","2","제주여행","여행","국내여행","제주특별자치도","1224","428","1652","20240307"
"2","3","여수여행","여행","국내여행","전라남도","966","333","1299","20240307"
"3","4","경주여행","여행","국내여행","경상북도","782","377","1159","20240307"
"4","5","군산여행","여행","국내여행","전라북도","721","269","990","20240307"
"5","6","강릉여행","여행","국내여행","강원도","600","302","902","20240307"
"6","7","전주여행","여행","국내여행","전라북도","520","201","721","20240307"
"7","8","속초여행","여행","국내여행","강원도","443","175","618","20240307"
"8","9","목포여행","여행","국내여행","전라남도","432","142","574","20240307"
"9","10","대구여행","여행","국내여행","대구광역시","405","169","574","20240307"
