SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1345","554","1899","20241210"
"1","2","제주여행","여행","국내여행","제주특별자치도","806","304","1110","20241210"
"2","3","강릉여행","여행","국내여행","강원도","605","311","916","20241210"
"3","4","여수여행","여행","국내여행","전라남도","633","251","884","20241210"
"4","5","경주여행","여행","국내여행","경상북도","567","309","876","20241210"
"5","6","군산여행","여행","국내여행","전라북도","595","192","787","20241210"
"6","7","속초여행","여행","국내여행","강원도","487","242","729","20241210"
"7","8","전주여행","여행","국내여행","전라북도","402","192","594","20241210"
"8","9","대구여행","여행","국내여행","대구광역시","391","171","562","20241210"
"9","10","대전여행","여행","국내여행","대전광역시","401","152","553","20241210"
