SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","군산여행","여행","국내여행","전라북도","1604","140","1744","20250531"
"1","2","부산여행","여행","국내여행","부산광역시","1361","216","1577","20250531"
"2","3","경주여행","여행","국내여행","경상북도","964","153","1117","20250531"
"3","4","여수여행","여행","국내여행","전라남도","916","137","1053","20250531"
"4","5","강릉여행","여행","국내여행","강원도","760","134","894","20250531"
"5","6","제주여행","여행","국내여행","제주특별자치도","719","166","885","20250531"
"6","7","전주여행","여행","국내여행","전라북도","722","100","822","20250531"
"7","8","속초여행","여행","국내여행","강원도","640","114","754","20250531"
"8","9","목포여행","여행","국내여행","전라남도","630","75","705","20250531"
"9","10","통영여행","여행","국내여행","경상남도","630","74","704","20250531"
