SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1312","595","1907","20240327"
"1","2","경주여행","여행","국내여행","경상북도","1093","581","1674","20240327"
"2","3","여수여행","여행","국내여행","전라남도","1165","466","1631","20240327"
"3","4","제주여행","여행","국내여행","제주특별자치도","1128","467","1595","20240327"
"4","5","군산여행","여행","국내여행","전라북도","831","235","1066","20240327"
"5","6","전주여행","여행","국내여행","전라북도","702","302","1004","20240327"
"6","7","강릉여행","여행","국내여행","강원도","651","293","944","20240327"
"7","8","목포여행","여행","국내여행","전라남도","544","200","744","20240327"
"8","9","속초여행","여행","국내여행","강원도","440","222","662","20240327"
"9","10","대구여행","여행","국내여행","대구광역시","421","210","631","20240327"
