SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1135","481","1616","20240830"
"1","2","제주여행","여행","국내여행","제주특별자치도","806","344","1150","20240830"
"2","3","경주여행","여행","국내여행","경상북도","817","332","1149","20240830"
"3","4","군산여행","여행","국내여행","전라북도","861","247","1108","20240830"
"4","5","여수여행","여행","국내여행","전라남도","774","284","1058","20240830"
"5","6","강릉여행","여행","국내여행","강원도","618","239","857","20240830"
"6","7","속초여행","여행","국내여행","강원도","555","225","780","20240830"
"7","8","대전여행","여행","국내여행","대전광역시","562","167","729","20240830"
"8","9","목포여행","여행","국내여행","전라남도","496","175","671","20240830"
"9","10","전주여행","여행","국내여행","전라북도","465","205","670","20240830"
