SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1421","199","1620","20250420"
"1","2","경주여행","여행","국내여행","경상북도","1061","165","1226","20250420"
"2","3","군산여행","여행","국내여행","전라북도","1056","132","1188","20250420"
"3","4","제주여행","여행","국내여행","제주특별자치도","875","154","1029","20250420"
"4","5","강릉여행","여행","국내여행","강원도","801","140","941","20250420"
"5","6","여수여행","여행","국내여행","전라남도","773","130","903","20250420"
"6","7","전주여행","여행","국내여행","전라북도","777","107","884","20250420"
"7","8","목포여행","여행","국내여행","전라남도","656","83","739","20250420"
"8","9","대전여행","여행","국내여행","대전광역시","621","89","710","20250420"
"9","10","속초여행","여행","국내여행","강원도","586","98","684","20250420"
