SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1795","256","2051","20240519"
"1","2","여수여행","여행","국내여행","전라남도","1422","154","1576","20240519"
"2","3","경주여행","여행","국내여행","경상북도","1098","173","1271","20240519"
"3","4","제주여행","여행","국내여행","제주특별자치도","1082","150","1232","20240519"
"4","5","군산여행","여행","국내여행","전라북도","951","112","1063","20240519"
"5","6","강릉여행","여행","국내여행","강원도","857","141","998","20240519"
"6","7","춘천여행","여행","국내여행","강원도","792","57","849","20240519"
"7","8","전주여행","여행","국내여행","전라북도","744","88","832","20240519"
"8","9","속초여행","여행","국내여행","강원도","658","113","771","20240519"
"9","10","대구여행","여행","국내여행","대구광역시","648","86","734","20240519"
