SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1451","767","2218","20240522"
"1","2","여수여행","여행","국내여행","전라남도","1293","444","1737","20240522"
"2","3","제주여행","여행","국내여행","제주특별자치도","1015","438","1453","20240522"
"3","4","경주여행","여행","국내여행","경상북도","955","435","1390","20240522"
"4","5","강릉여행","여행","국내여행","강원도","721","399","1120","20240522"
"5","6","군산여행","여행","국내여행","전라북도","812","267","1079","20240522"
"6","7","속초여행","여행","국내여행","강원도","727","309","1036","20240522"
"7","8","전주여행","여행","국내여행","전라북도","576","256","832","20240522"
"8","9","목포여행","여행","국내여행","전라남도","547","220","767","20240522"
"9","10","대전여행","여행","국내여행","대전광역시","547","190","737","20240522"
