SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1393","641","2034","20240313"
"1","2","제주여행","여행","국내여행","제주특별자치도","1330","545","1875","20240313"
"2","3","여수여행","여행","국내여행","전라남도","993","414","1407","20240313"
"3","4","경주여행","여행","국내여행","경상북도","926","466","1392","20240313"
"4","5","군산여행","여행","국내여행","전라북도","796","221","1017","20240313"
"5","6","전주여행","여행","국내여행","전라북도","656","264","920","20240313"
"6","7","강릉여행","여행","국내여행","강원도","602","298","900","20240313"
"7","8","대구여행","여행","국내여행","대구광역시","486","168","654","20240313"
"8","9","속초여행","여행","국내여행","강원도","456","194","650","20240313"
"9","10","목포여행","여행","국내여행","전라남도","487","144","631","20240313"
