SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1668","717","2385","20250115"
"1","2","강릉여행","여행","국내여행","강원도","966","421","1387","20250115"
"2","3","제주여행","여행","국내여행","제주특별자치도","1013","361","1374","20250115"
"3","4","경주여행","여행","국내여행","경상북도","810","374","1184","20250115"
"4","5","군산여행","여행","국내여행","전라북도","836","268","1104","20250115"
"5","6","여수여행","여행","국내여행","전라남도","734","286","1020","20250115"
"6","7","전주여행","여행","국내여행","전라북도","581","237","818","20250115"
"7","8","속초여행","여행","국내여행","강원도","547","196","743","20250115"
"8","9","대전여행","여행","국내여행","대전광역시","526","200","726","20250115"
"9","10","대구여행","여행","국내여행","대구광역시","504","197","701","20250115"
