SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1714","799","2513","20250430"
"1","2","군산여행","여행","국내여행","전라북도","1153","532","1685","20250430"
"2","3","경주여행","여행","국내여행","경상북도","1027","580","1607","20250430"
"3","4","강릉여행","여행","국내여행","강원도","834","453","1287","20250430"
"4","5","여수여행","여행","국내여행","전라남도","804","428","1232","20250430"
"5","6","전주여행","여행","국내여행","전라북도","722","429","1151","20250430"
"6","7","속초여행","여행","국내여행","강원도","700","373","1073","20250430"
"7","8","대전여행","여행","국내여행","대전광역시","651","284","935","20250430"
"8","9","목포여행","여행","국내여행","전라남도","604","304","908","20250430"
"9","10","제주여행","여행","국내여행","제주특별자치도","608","292","900","20250430"
