SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1251","219","1470","20250518"
"1","2","경주여행","여행","국내여행","경상북도","826","150","976","20250518"
"2","3","제주여행","여행","국내여행","제주특별자치도","837","124","961","20250518"
"3","4","군산여행","여행","국내여행","전라북도","869","89","958","20250518"
"4","5","강릉여행","여행","국내여행","강원도","612","123","735","20250518"
"5","6","여수여행","여행","국내여행","전라남도","619","115","734","20250518"
"6","7","전주여행","여행","국내여행","전라북도","607","90","697","20250518"
"7","8","속초여행","여행","국내여행","강원도","516","94","610","20250518"
"8","9","대전여행","여행","국내여행","대전광역시","505","72","577","20250518"
"9","10","목포여행","여행","국내여행","전라남도","494","66","560","20250518"
