SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1505","710","2215","20250206"
"1","2","경주여행","여행","국내여행","경상북도","802","371","1173","20250206"
"2","3","제주여행","여행","국내여행","제주특별자치도","848","311","1159","20250206"
"3","4","강릉여행","여행","국내여행","강원도","769","365","1134","20250206"
"4","5","여수여행","여행","국내여행","전라남도","651","319","970","20250206"
"5","6","군산여행","여행","국내여행","전라북도","686","232","918","20250206"
"6","7","전주여행","여행","국내여행","전라북도","539","244","783","20250206"
"7","8","대전여행","여행","국내여행","대전광역시","533","207","740","20250206"
"8","9","속초여행","여행","국내여행","강원도","453","257","710","20250206"
"9","10","대구여행","여행","국내여행","대구광역시","453","175","628","20250206"
