SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1282","619","1901","20250530"
"1","2","군산여행","여행","국내여행","전라북도","1234","383","1617","20250530"
"2","3","경주여행","여행","국내여행","경상북도","817","418","1235","20250530"
"3","4","여수여행","여행","국내여행","전라남도","745","390","1135","20250530"
"4","5","강릉여행","여행","국내여행","강원도","653","388","1041","20250530"
"5","6","제주여행","여행","국내여행","제주특별자치도","654","305","959","20250530"
"6","7","속초여행","여행","국내여행","강원도","548","303","851","20250530"
"7","8","전주여행","여행","국내여행","전라북도","572","225","797","20250530"
"8","9","목포여행","여행","국내여행","전라남도","471","227","698","20250530"
"9","10","통영여행","여행","국내여행","경상남도","521","132","653","20250530"
