SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1490","689","2179","20240523"
"1","2","여수여행","여행","국내여행","전라남도","1096","489","1585","20240523"
"2","3","제주여행","여행","국내여행","제주특별자치도","950","406","1356","20240523"
"3","4","경주여행","여행","국내여행","경상북도","859","458","1317","20240523"
"4","5","강릉여행","여행","국내여행","강원도","778","387","1165","20240523"
"5","6","속초여행","여행","국내여행","강원도","717","355","1072","20240523"
"6","7","군산여행","여행","국내여행","전라북도","785","254","1039","20240523"
"7","8","전주여행","여행","국내여행","전라북도","549","246","795","20240523"
"8","9","대전여행","여행","국내여행","대전광역시","549","216","765","20240523"
"9","10","목포여행","여행","국내여행","전라남도","489","231","720","20240523"
