SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1586","209","1795","20240407"
"1","2","여수여행","여행","국내여행","전라남도","1416","169","1585","20240407"
"2","3","경주여행","여행","국내여행","경상북도","1333","195","1528","20240407"
"3","4","제주여행","여행","국내여행","제주특별자치도","1167","176","1343","20240407"
"4","5","군산여행","여행","국내여행","전라북도","1053","87","1140","20240407"
"5","6","전주여행","여행","국내여행","전라북도","766","109","875","20240407"
"6","7","강릉여행","여행","국내여행","강원도","649","112","761","20240407"
"7","8","대구여행","여행","국내여행","대구광역시","627","77","704","20240407"
"8","9","목포여행","여행","국내여행","전라남도","602","79","681","20240407"
"9","10","속초여행","여행","국내여행","강원도","492","103","595","20240407"
