업종중분류명,지역명,비율
음식,충청북도 청주시 상당구,44.9
문화관광,충청북도 청주시 상당구,18.6
기타관광,충청북도 청주시 상당구,9.8
숙박,충청북도 청주시 상당구,7.1
레저스포츠,충청북도 청주시 상당구,5.7
역사관광,충청북도 청주시 상당구,4.9
자연관광,충청북도 청주시 상당구,4.5
쇼핑,충청북도 청주시 상당구,4.3
체험관광,충청북도 청주시 상당구,0.1
